source_id,target_id,pair_id,label,cosine_tfidf,price_sim,price_num_equal,manufacturer_lev,manufacturer_jaccard,manufacturer_relaxed_jaccard,manufacturer_overlap,manufacturer_containment,manufacturer_token_jaccard,description_lev,description_jaccard,description_relaxed_jaccard,description_overlap,description_cosine_tfidf,description_containment,name_lev,name_jaccard,name_relaxed_jaccard,name_overlap,name_cosine_tfidf,name_containment
b0007yepx2,http://www.google.com/base/feeds/snippets/17962667015870936885,b0007yepx2-http://www.google.com/base/feeds/snippets/17962667015870936885,True,0.40311241505936707,0.9998202752360513,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2557887610020311,0.14545454545454545,0.16666666666666666,0.0,0.19199511474256556,0.3076923076923077,0.40816326530612246,0.4,0.4,0.0,0.5591885338035743,0.5714285714285714
b00006sijr,http://www.google.com/base/feeds/snippets/10621416214836586442,b00006sijr-http://www.google.com/base/feeds/snippets/10621416214836586442,True,0.6283771193345133,0.9998410793887913,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23902296755377325,0.1927710843373494,0.2222222222222222,0.0,0.5760385006803168,0.7619047619047619,0.6451612903225806,0.5555555555555556,0.75,0.0,0.6424232555914364,0.8333333333333334
b000f613x2,http://www.google.com/base/feeds/snippets/18428018889032699615,b000f613x2-http://www.google.com/base/feeds/snippets/18428018889032699615,True,0.48842388224440775,0.9999997110534342,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3287056219314925,0.10714285714285714,0.14814814814814814,0.0,0.3194584664019454,0.3,0.23529411764705888,0.2,0.2,0.0,0.5727319320028625,1.0
b000in18nm,http://www.google.com/base/feeds/snippets/12354599434001970846,b000in18nm-http://www.google.com/base/feeds/snippets/12354599434001970846,True,0.21203662669758638,0.9996620769912572,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2512803751241404,0.12307692307692308,0.140625,0.0,0.17963481585455593,0.34782608695652173,0.25,0.1,0.2222222222222222,0.0,0.13282481342700592,0.3333333333333333
b00007bguc,http://www.google.com/base/feeds/snippets/17967569973770560353,b00007bguc-http://www.google.com/base/feeds/snippets/17967569973770560353,True,0.5127758162906171,0.9999394656944578,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.23711540924811067,0.19444444444444445,0.19444444444444445,0.0,0.3320966366211695,0.3684210526315789,0.5238095238095238,0.6666666666666666,0.6666666666666666,0.0,0.5187589777778516,0.8571428571428571
b0007lw22g,http://www.google.com/base/feeds/snippets/10849068506859926430,b0007lw22g-http://www.google.com/base/feeds/snippets/10849068506859926430,True,0.12410968598657555,0.9999856971449912,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.017707791876879143,0.018867924528301886,0.030206677265500796,0.0,0.09817733405369337,0.4,0.38888888888888884,0.42857142857142855,0.42857142857142855,0.0,0.6909604736622839,1.0
b0001wn0sq,http://www.google.com/base/feeds/snippets/7946849252371593289,b0001wn0sq-http://www.google.com/base/feeds/snippets/7946849252371593289,True,0.6018290977747782,0.9999849747785766,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.173374514084882,0.1,0.15789473684210525,0.0,0.23449262218362638,0.5,0.5636363636363637,0.5555555555555556,0.5555555555555556,0.0,0.8056653092884087,1.0
b0007sxglk,http://www.google.com/base/feeds/snippets/12109861711097484827,b0007sxglk-http://www.google.com/base/feeds/snippets/12109861711097484827,True,0.4792480970962551,0.9999776066411479,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.31090523708590345,0.07317073170731707,0.1,0.0,0.35191948602503204,0.16666666666666666,0.32692307692307687,0.18181818181818182,0.18181818181818182,0.0,0.3933186052304952,0.5
b000nknb26,http://www.google.com/base/feeds/snippets/16685945982481680279,b000nknb26-http://www.google.com/base/feeds/snippets/16685945982481680279,True,0.7851835135611893,0.9998777756026522,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.34042553191489366,0.375,0.375,0.0,0.6173129748103705,0.6
b0007yepyg,http://www.google.com/base/feeds/snippets/14284530408597272725,b0007yepyg-http://www.google.com/base/feeds/snippets/14284530408597272725,True,0.26851849705118686,0.9999698050838703,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2123688913060368,0.09090909090909091,0.10526315789473684,0.0,0.17759939543326003,0.30434782608695654,0.6428571428571428,0.42857142857142855,0.6666666666666666,0.0,0.38821962811732946,0.6
b0000c6eol,http://www.google.com/base/feeds/snippets/10445277524546945239,b0000c6eol-http://www.google.com/base/feeds/snippets/10445277524546945239,True,0.29129254213892425,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2603833492867649,0.13043478260869565,0.18181818181818182,0.0,0.15582863185989101,0.24,0.34615384615384615,0.25,0.25,0.0,0.6098443436169273,0.5
b0007lw22g,http://www.google.com/base/feeds/snippets/4539901557040997564,b0007lw22g-http://www.google.com/base/feeds/snippets/4539901557040997564,True,0.3366860944274688,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.02037288604480164,0.02711323763955343,0.04038772213247173,0.0,0.34184689665091095,0.6538461538461539,0.4347826086956522,0.3,0.3,0.0,0.5098150861222387,0.5
b000j4oxf0,http://www.google.com/base/feeds/snippets/16319944090637292990,b000j4oxf0-http://www.google.com/base/feeds/snippets/16319944090637292990,True,0.25786495175136154,0.9993641730818824,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.028527898118803272,0.0,0.0,0.0,0.0,0.0,0.25,0.5714285714285714,0.5714285714285714,0.0,0.8336984439574464,0.8
b000na1v8w,http://www.google.com/base/feeds/snippets/12662824890153121005,b000na1v8w-http://www.google.com/base/feeds/snippets/12662824890153121005,True,0.17516059034374448,0.999129837416991,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.13256782976557777,0.03076923076923077,0.046875,0.0,0.039006131320372193,0.11428571428571428,0.6296296296296297,0.42857142857142855,0.42857142857142855,0.0,0.5577498304600764,0.75
b000090179,http://www.google.com/base/feeds/snippets/16002979675138477406,b000090179-http://www.google.com/base/feeds/snippets/16002979675138477406,True,0.5092259796764449,0.9996818698310168,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.14283982448203308,0.18691588785046728,0.19811320754716982,0.0,0.4018572510131786,0.9523809523809523,0.196078431372549,0.14285714285714285,0.23076923076923078,0.0,0.2473500702545251,0.5
b0007sxglk,http://www.google.com/base/feeds/snippets/17762641182538089473,b0007sxglk-http://www.google.com/base/feeds/snippets/17762641182538089473,True,0.5202247400206779,0.99996879377089,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.33632804450855147,0.075,0.10256410256410256,0.0,0.3524034677426368,0.16666666666666666,0.1923076923076923,0.3333333333333333,0.3333333333333333,0.0,0.6164136383713844,0.5
b000hbxjt6,http://www.google.com/base/feeds/snippets/18387306349260922373,b000hbxjt6-http://www.google.com/base/feeds/snippets/18387306349260922373,True,0.02496591875362197,0.999075948882463,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.015333817229551794,0.01509433962264151,0.01509433962264151,0.0,0.030530739924306903,0.23529411764705882,0.22413793103448276,0.0,0.07692307692307693,0.0,0.0,0.0
b000mti8mq,http://www.google.com/base/feeds/snippets/5408845339376590167,b000mti8mq-http://www.google.com/base/feeds/snippets/5408845339376590167,True,0.3937618023818924,0.9992633307304064,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.14503987440206778,0.0392156862745098,0.06711409395973154,0.0,0.24917483610207786,0.2857142857142857,0.6447368421052632,0.6153846153846154,0.75,0.0,0.7371311693945339,0.8
b000h294mq,http://www.google.com/base/feeds/snippets/17383951289144054339,b000h294mq-http://www.google.com/base/feeds/snippets/17383951289144054339,True,0.5673115618849705,0.999768553800767,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2828747793834383,0.3384615384615385,0.3384615384615385,0.0,0.5704626500851118,0.9166666666666666,0.3285714285714286,0.2727272727272727,0.2727272727272727,0.0,0.41926047009585227,0.6666666666666666
b0001wn18u,http://www.google.com/base/feeds/snippets/664913958514106734,b0001wn18u-http://www.google.com/base/feeds/snippets/664913958514106734,True,0.618013752760778,0.9999849747785766,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3561742361094572,0.4642857142857143,0.5769230769230769,0.0,0.5327140890144599,0.65,0.375,0.5714285714285714,0.5714285714285714,0.0,0.7205454626159408,1.0
b000hlp64w,http://www.google.com/base/feeds/snippets/11554840496283672285,b000hlp64w-http://www.google.com/base/feeds/snippets/11554840496283672285,True,0.5906844761114692,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10358976897281372,0.07142857142857142,0.07142857142857142,0.0,0.14008712758389993,0.5,0.5384615384615384,0.75,0.75,0.0,0.8380326962478486,1.0
b000067vpa,http://www.google.com/base/feeds/snippets/18389772286278704810,b000067vpa-http://www.google.com/base/feeds/snippets/18389772286278704810,True,0.6279089147235227,0.9998410793887913,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.24443685917212585,0.3188405797101449,0.3382352941176471,0.0,0.6081628862577316,0.9565217391304348,0.6071428571428572,0.6,0.6,0.0,0.5148243483409515,1.0
b000b6n2o4,http://www.google.com/base/feeds/snippets/18386275313356170584,b000b6n2o4-http://www.google.com/base/feeds/snippets/18386275313356170584,True,0.21995914666222838,0.9998994465950898,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.121390205371248,0.0,0.0,0.0,0.0,0.0,0.4571428571428572,0.25,0.25,0.0,0.42946871207184073,0.5
b0007lw230,http://www.google.com/base/feeds/snippets/10628460274071713512,b0007lw230-http://www.google.com/base/feeds/snippets/10628460274071713512,True,0.2690946120333201,0.9999862750381229,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.13641829875103476,0.06722689075630252,0.09482758620689655,0.0,0.2513198825686645,0.42105263157894735,0.3157894736842105,0.2,0.2,0.0,0.28578213454518603,0.3333333333333333
b000ro7h3w,http://www.google.com/base/feeds/snippets/13792413550965266630,b000ro7h3w-http://www.google.com/base/feeds/snippets/13792413550965266630,True,0.4441285635223254,0.9998699740453747,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.14898490947669002,0.11363636363636363,0.15748031496062992,0.0,0.3859069784297566,0.75,0.2567567567567568,0.5,0.5,0.0,0.6850628201341104,1.0
b000b6oboo,http://www.google.com/base/feeds/snippets/12418972562708861095,b000b6oboo-http://www.google.com/base/feeds/snippets/12418972562708861095,True,0.2924053280661116,0.999966771144929,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1873492562526394,0.017241379310344827,0.03508771929824561,0.0,0.07941837318414745,0.034482758620689655,0.41538461538461535,0.2857142857142857,0.2857142857142857,0.0,0.5418881792094253,0.5714285714285714
b0009suw4w,http://www.google.com/base/feeds/snippets/4325793427900176296,b0009suw4w-http://www.google.com/base/feeds/snippets/4325793427900176296,True,0.5044991812916025,0.999963592732705,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.23927962085308055,0.13432835820895522,0.1875,0.0,0.4280338931760056,0.3,0.339622641509434,0.25,0.25,0.0,0.4486024849144228,0.6
b000j6ddrw,http://www.google.com/base/feeds/snippets/18378133609675219667,b000j6ddrw-http://www.google.com/base/feeds/snippets/18378133609675219667,True,0.6458635553229503,0.999904214213426,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.23937294932555592,0.2033898305084746,0.2033898305084746,0.0,0.5841568301630033,0.5454545454545454,0.20512820512820518,0.18181818181818182,0.18181818181818182,0.0,0.2892594793029696,0.3333333333333333
b000v7pf3o,http://www.google.com/base/feeds/snippets/17249871924749189514,b000v7pf3o-http://www.google.com/base/feeds/snippets/17249871924749189514,True,0.8751160336557852,0.9999443777860769,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.5098039215686274,0.625,0.625,0.0,0.8057116164073377,1.0
b00013wh0w,http://www.google.com/base/feeds/snippets/10202903815808902868,b00013wh0w-http://www.google.com/base/feeds/snippets/10202903815808902868,True,0.4159345382773568,0.9996503746553409,0.0,0.1578947368421053,0.0,0.0,0.0,0.0,0.3157894736842105,0.20525598519211605,0.13793103448275862,0.13793103448275862,0.0,0.37946630131468617,0.5714285714285714,0.4727272727272728,0.4444444444444444,0.4444444444444444,0.0,0.5873642160447289,0.6666666666666666
b000ndibws,http://www.google.com/base/feeds/snippets/9484979283744840884,b000ndibws-http://www.google.com/base/feeds/snippets/9484979283744840884,True,0.21935630807971,0.9994800406547818,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.029007819196035112,0.018648018648018648,0.03309692671394799,0.0,0.030627882102731985,0.20512820512820512,0.5957446808510638,0.625,0.625,0.0,0.8204624494029858,1.0
b000saufbg,http://www.google.com/base/feeds/snippets/18225778049143407208,b000saufbg-http://www.google.com/base/feeds/snippets/18225778049143407208,True,0.6936009135906807,0.999904214213426,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.55,0.5,0.5,0.0,0.7431308657813868,1.0
b000eztvym,http://www.google.com/base/feeds/snippets/3370622523798561341,b000eztvym-http://www.google.com/base/feeds/snippets/3370622523798561341,True,0.3427448675390609,0.9855671190365943,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.09348117678619329,0.0,0.0,0.0,0.0,0.0,0.1707317073170732,0.3,0.3,0.0,0.49336118182499383,1.0
b000v7v2uo,http://www.google.com/base/feeds/snippets/18218026817519050250,b000v7v2uo-http://www.google.com/base/feeds/snippets/18218026817519050250,True,0.6385729393744415,0.9999595474807832,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.32608695652173914,0.2857142857142857,0.2857142857142857,0.0,0.5981782118008431,1.0
b00009m8ur,http://www.google.com/base/feeds/snippets/13743628234242373469,b00009m8ur-http://www.google.com/base/feeds/snippets/13743628234242373469,True,0.6067200387097738,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2517914691943127,0.3333333333333333,0.38461538461538464,0.0,0.5580425264409458,0.72,0.27586206896551724,0.25,0.25,0.0,0.665017838080237,1.0
b000qxd2tc,http://www.google.com/base/feeds/snippets/7653075580455328736,b000qxd2tc-http://www.google.com/base/feeds/snippets/7653075580455328736,True,0.508194685214822,0.9998413683353572,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.03724567528517536,0.06,0.07848837209302326,0.0,0.41325604966339846,0.7777777777777778,0.5818181818181818,0.6,0.6,0.0,0.8218990470717017,1.0
b0002ibeve,http://www.google.com/base/feeds/snippets/3360196621571367222,b0002ibeve-http://www.google.com/base/feeds/snippets/3360196621571367222,True,0.2554811575612246,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.17048519284648214,0.018867924528301886,0.018867924528301886,0.0,0.0030841355847045487,0.041666666666666664,0.5283018867924528,0.25,0.25,0.0,0.374964023736935,0.5
b000h16p9m,http://www.google.com/base/feeds/snippets/3846293022585027470,b000h16p9m-http://www.google.com/base/feeds/snippets/3846293022585027470,True,0.45607618327211846,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3101036611846452,0.09090909090909091,0.09090909090909091,0.0,0.28176407319667424,0.2,0.2698412698412699,0.375,0.375,0.0,0.6129699786776441,1.0
b000gr1ceu,http://www.google.com/base/feeds/snippets/2062975649512805986,b000gr1ceu-http://www.google.com/base/feeds/snippets/2062975649512805986,True,0.4566226367456147,0.9999123047172694,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11432983651951646,0.06521739130434782,0.06521739130434782,0.0,0.2836945246239914,0.42857142857142855,0.9545454545454546,0.75,0.75,0.0,0.7140693057303918,0.8571428571428571
b000feygds,http://www.google.com/base/feeds/snippets/437358952274487020,b000feygds-http://www.google.com/base/feeds/snippets/437358952274487020,True,0.20432138614380166,0.9999277633585415,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.13850307396592962,0.0,0.0,0.0,0.012122766919034094,0.0,0.39473684210526316,0.5,0.5,0.0,0.6704042836370347,0.8
b000b56boi,http://www.google.com/base/feeds/snippets/6779487277459931782,b000b56boi-http://www.google.com/base/feeds/snippets/6779487277459931782,True,0.1288790148649222,0.9996248028842646,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.12554554450289043,0.0,0.0,0.0,0.0,0.0,0.2155172413793104,0.25,0.25,0.0,0.3323274535932647,0.8
b00030cbu4,http://www.google.com/base/feeds/snippets/18379664802687261824,b00030cbu4-http://www.google.com/base/feeds/snippets/18379664802687261824,True,0.6687400218004829,0.9988991135841727,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.14215701239375583,0.21551724137931033,0.21551724137931033,0.0,0.4531848594986165,1.0,0.2941176470588235,0.4,0.4,0.0,0.47027067314966975,0.6666666666666666
b000nif4im,http://www.google.com/base/feeds/snippets/16793437722628106463,b000nif4im-http://www.google.com/base/feeds/snippets/16793437722628106463,True,0.7101771698127515,0.9999781845342796,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.22836018957345972,0.23880597014925373,0.25757575757575757,0.0,0.6063455678546918,0.7619047619047619,0.49090909090909096,0.42857142857142855,0.42857142857142855,0.0,0.7961820784785674,1.0
b000ivjv10,http://www.google.com/base/feeds/snippets/16673725682059181917,b000ivjv10-http://www.google.com/base/feeds/snippets/16673725682059181917,True,0.7720699938797715,0.9997464493884807,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2961076288029353,0.2777777777777778,0.2777777777777778,0.0,0.5095635855173166,0.8333333333333334,0.6379310344827587,0.7142857142857143,0.7142857142857143,0.0,0.8558247092126041,1.0
b000b5srju,http://www.google.com/base/feeds/snippets/16872612252422367466,b000b5srju-http://www.google.com/base/feeds/snippets/16872612252422367466,True,0.5387917207666827,0.9993452470818203,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.3548387096774194,0.5,0.5,0.0,0.6273692853185757,1.0
b0009affew,http://www.google.com/base/feeds/snippets/17165389585205797735,b0009affew-http://www.google.com/base/feeds/snippets/17165389585205797735,True,0.5398376402349989,0.9991961506538499,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.27893802924462613,0.22857142857142856,0.2647058823529412,0.0,0.4276581381560616,0.47058823529411764,0.6521739130434783,0.5,0.5,0.0,0.8885052941391196,0.6666666666666666
b000nkklwy,http://www.google.com/base/feeds/snippets/18277858650749573891,b000nkklwy-http://www.google.com/base/feeds/snippets/18277858650749573891,True,0.42383653225372186,0.9997725990526887,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3640594376937605,0.10638297872340426,0.23809523809523808,0.0,0.2806056205323176,0.23809523809523808,0.4426229508196722,0.5,0.5,0.0,0.6595309398125383,1.0
b0009yn1rq,http://www.google.com/base/feeds/snippets/8664755713112971171,b0009yn1rq-http://www.google.com/base/feeds/snippets/8664755713112971171,True,0.28526541409262646,0.999963592732705,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.22063601172171776,0.03225806451612903,0.06666666666666667,0.0,0.10546325994475834,0.06451612903225806,0.31481481481481477,0.3,0.3,0.0,0.6117031561805827,1.0
b000ofnrhy,http://www.google.com/base/feeds/snippets/5098650180744423847,b000ofnrhy-http://www.google.com/base/feeds/snippets/5098650180744423847,True,0.6288611722319127,0.9989157280117081,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.01680971615458263,0.04609218436873747,0.05030181086519115,0.0,0.5801911639484478,0.92,0.25,0.36363636363636365,0.36363636363636365,0.0,0.5598216980272429,1.0
b000edvrtq,http://www.google.com/base/feeds/snippets/14326164391298371952,b000edvrtq-http://www.google.com/base/feeds/snippets/14326164391298371952,True,0.09434042701028116,0.9996388167927076,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.01169654341301748,0.0,0.0,0.0,0.018465863229932183,0.0,0.4807692307692307,0.3333333333333333,0.3333333333333333,0.0,0.677759979464015,1.0
b000h2can6,http://www.google.com/base/feeds/snippets/866471509127749885,b000h2can6-http://www.google.com/base/feeds/snippets/866471509127749885,True,0.2829689072300684,0.9988297664083725,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.43333333333333335,0.2727272727272727,0.2727272727272727,0.0,0.43018197378473244,0.6
b000h0k3zu,http://www.google.com/base/feeds/snippets/12105115514315351902,b000h0k3zu-http://www.google.com/base/feeds/snippets/12105115514315351902,True,0.32274419080122796,0.9999856971449912,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10998999902067555,0.05851063829787234,0.07567567567567568,0.0,0.24297363293921675,0.4583333333333333,0.6521739130434783,0.6,0.6,0.0,0.7233964656841753,1.0
b000e65hki,http://www.google.com/base/feeds/snippets/11050991040966629398,b000e65hki-http://www.google.com/base/feeds/snippets/11050991040966629398,True,0.7987034531114482,0.9995518438763915,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.270244904629608,0.3076923076923077,0.328125,0.0,0.7284461927578598,0.9523809523809523,0.5340909090909092,0.46153846153846156,0.46153846153846156,0.0,0.7126557818206948,0.8571428571428571
b000090179,http://www.google.com/base/feeds/snippets/9700384320550908183,b000090179-http://www.google.com/base/feeds/snippets/9700384320550908183,True,0.4947844754458931,0.9997832900756245,0.0,0.6470588235294117,0.25,0.25,0.0,0.5,0.9090909090909091,0.14283982448203308,0.05128205128205128,0.08849557522123894,0.0,0.41260161548183794,0.35294117647058826,0.631578947368421,0.5,0.5,0.0,0.40760697248106303,0.75
b000e2d3lc,http://www.google.com/base/feeds/snippets/16769449274864717899,b000e2d3lc-http://www.google.com/base/feeds/snippets/16769449274864717899,True,0.5558012030051676,0.9999823742594841,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.30326177864510734,0.1016949152542373,0.14035087719298245,0.0,0.32150302787578827,0.23076923076923078,0.6136363636363636,0.625,0.625,0.0,0.7477737900818968,1.0
b000q6zk3a,http://www.google.com/base/feeds/snippets/18371419521576660155,b000q6zk3a-http://www.google.com/base/feeds/snippets/18371419521576660155,True,0.40581097736900623,0.9999082594653477,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.015342423489282941,0.020588235294117647,0.03273809523809524,0.0,0.29173316742968575,0.4375,0.7090909090909091,0.625,0.625,0.0,0.8263577893789478,0.8333333333333334
b0008glgmc,http://www.google.com/base/feeds/snippets/11616731797055705273,b0008glgmc-http://www.google.com/base/feeds/snippets/11616731797055705273,True,0.35791630234988864,0.9999856971449912,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1138794854434664,0.06557377049180328,0.1206896551724138,0.0,0.20537502347232772,0.4,0.6046511627906976,0.5,0.5,0.0,0.7036237967744785,0.6666666666666666
