subject_id,brand,description,specTableContent,title
16817909,,"""
                                    La tomaia in morbida pelle di vitello garantisce una sensibilità naturale sulla palla che è stata una distinta qualità delle Tiempo per quasi due decenni e la nuova tecnologia Nike di nuova generazione  aggiunge un tocco di innovazione. Costruite su una forma anatomica con un tallone interno, le Legacy II SG vantano un comodo sottopiede sagomato preformato che offre ammortizzazione e sostegno e contribuisce a ridurre la pressione dei tacchetti per un maggiore comfort. Una piastra a tutta lunghezza in TPU, progettata per muoversi con il piede, lavora all'unisono con la soletta per fornire una transizione graduale dal mesopiede all'avampiede e una flessibilità multi-direzionale su campi naturali morbidi.Caratteristiche:Controtacco in schiuma preformata mantiene il tallone fermo durante il giocoPiastra TPU flex si muove con il piede per una migliore trazione e stabilitàLinguetta ancorata rimane ferma nella giusta posizionePelle trapuntata sull'avampiedeSottopiede ammortizzante riduce la pressione dei tacchettiTacchetti intercambiabili per un'ottima trazione su campi morbidi
                                ""@it ",," ""Nike Tiempo Legacy II SG - Platino Puro/Nero/Arancione Hyper""@it "" Nike Scarpe Uomo Terreni Morbidi Puro-Nero-Arancione Hyper ""@it"
16476435,,"""
                                    With an ultra-thin PU synthetic upper that moulds to your foot, the Concave Volt 1.0 Men's boots offer a reliable and controlled touch on the ball when kicking for touch.For devastating power and pinpoint accuracy, the Volt’s Concave Component sits on the upper part of the laces to improve your striking ability, providing a larger sweet spot to achieve perfect contact on the ball.The Volt 1.0 features F3 (Football Form Fit), which is a unique dual-lacing system technology that offers a supportive, custom fit to all foot shapes without contorting their natural form.For comfort and efficient energy return, the inside of the Volt 1.0 includes a textile and PU synthetic lining, while removable shock-absorbing sock liners provide added cushioning.The Volt 1.0 includes a TPU injection outsole, which incorporates a mixture of bladed and metal studs to provide explosive traction on soft natural surfaces.
                                ""@en ",," ""Concave Volt 1.0 SG - Black/Pink""@en "" Concave Mens Boots Soft Ground Black/Pink ""@en"
16749923,,"""
                                    Las Nike Free 3.0 V4 tienen una nueva tecnología de punto circular y ranuras flexibles hexagonales que permiten moverte de forma naturalCaracterísticas:Mediasuela de perfil bajo que ofrece estabilidad y reactividadMalla de punto circular para una buena resistencia lateral y un ajuste altamente reactivoRanuras flexibles hexagonales que te permiten un movimiento más naturalParte superior de malla y piel sintética que proporciona transpirabilidad y una sensación de ligerezaTecnología Flywire que envuelve la parte media del pie para proporcionar un ajuste firme y ultraligeroMediasuela/suela exterior de Phylite para disfrutar de una pisada flexible y duradera además de reducir el peso generalPiezas cuadradas en la suela exterior ayudan a absorber los impactos y mejoran la capacidad de respuestaDrop de 5 mm en espuma Phylite para una sensación firme y estableGoma de carbono resistente a la abrasión BRS 1000 en el talón para una mayor durabilidadTalón anatómico redondeado para una pisada continua sobre el suelo
                                ""@es ",," ""Nike Free Trainer 3.0 V4 -Negro/Rojo/Volt""@es "" Nike -Zapatillas para hombre-Negro-Rojo-Volt ""@es"
8015917,,"""
                                    Con una tomaia in pelle sintetica caratterizzata da un avampiede trapuntato, le scarpe da calcio PUMA evoPOWER 4.3 FG un comfort imbattibile e una prestazione durevole e allo stesso tempo assicura un tocco morbido e controllato sulla palla.Per un'ottima stabilità e trazione su campi naturali compatti, queste scarpe sono caratterizzate da una suola leggera in TPU con tacchetti lamati e tacchetti conici.  
                                ""@it ",," ""Puma evoPOWER 4.3 FG - Blu/Bianco Puma/Arancione""@it "" Puma Scarpe Uomo Terreni Compatti Puma/Arancione ""@it"
15685298,,"""
                                    Dotate di tecnologia speedCELL per una prestazione leggera e reattiva, le scarpe da calcio Puma evoSPEED 3.5 Pelle FG dispongono di una tomaia in pelle pieno grano e pelle sintetca che mantiene la scarpe comode e leggere.La suola leggera un TPU ha una combinazione di tacchetti conici e lamati per un'ottima presa su campi naturali compatti.
                                ""@it ",," ""Puma evoSPEED 3.5 Pelle FG - Bianco Puma/Nero Puma/rancione""@it "" Puma Scarpe Uomo Terreni Compatti Puma/rancione ""@it"
14516729,,," Talla 37,5, 38, 38,5, 39, 40, 40,5, 41 Categoría Mujer Tipo RUNNING Color Azul, Morado Marca NIKE"," ""Nike Women’S Air Zoom Pegasus 32 (749344-501)""@es-ES Women'S (749344-501) - footstop""@es-ES"
9728907,"""Nike""@en","""<p>Women's Nike running shoes, Air Zoom Vomero 11: luxurious comfort and incredible speed.<br>Most comfortable version ever made up to now, the Nike Air Zoom Vomero + 11-Woman is made of softer materials than its predecessor and offers a magical combination of cushioning and reactive speed.</p>
<p>SOFT<br>Lunarlon cushioning kilometers. The foam is firmer on the back of the foot and softer midfoot for smooth transitions from heel to toe.</p>
<p>RESPONSIVE CUSHIONING<br>The Nike Zoom Air unit in the heel and forefoot offer responsive cushioning and lightweight ideal for travels faster. The soft material placed on top of the unit in the heel provides superior comfort and a silky smooth ride.</p>
<p>OPTIMIZED FIT<br>The redesigned Flymesh offers optimal fit/> forefoot while providing breathability and support. The new softer materials into the collar offer ideal comfort while the foam tongue ensures maximum cushioning on top of foot to reduce pressure on the laces.<p>
<p>MORE INFORMATION<br>Full inner sleeve length for a perfect fit.<br>Flywire midfoot wrap the cables for a supportive fit and adaptable.<br>Rubber outsole side crash rail to absorb impacts.<br>Segmented rubber for flexibility.<br>Rubber with pressure point mapping for a neutral and efficient gait.</p>
<p>Color: Avio/Cyclamen/White/Black.</p>""@en ",," ""NIKE AIR ZOOM VOMERO 11""@en apparel and sports equipment""@en 11 - WOMAN RUNNING SHOES Nike colour Light grey 818100 405 Athletic footwear"
13299525,,"""
                                    La perfection en continuelle évolution: bien que l'Hypervenom était déjà parfaite dans tous ses aspects, Nike considère que des améliorations sont toujours possibles.Trompeuse par nature, la chaussure de football Hypervenom Phatal II DF FG est conçue pour une agilité inégalée sur les terrains secs. Le col Dynamic Fit crée une tenue sans couture, comme une chaussette, et recouvre la cheville.Les fils Flywire combinés au col Dynamic Fit enveloppent le pied afin de créer une tenue confinée et soutenant tout le pied. Cette chaussure a été conçue selon un modèle contouré anatomiquement correct et favorisant la vitesse offrant une tenue sur mesure pour un maximum d'agilité, tandis que la tige en microfibre est texturée pour un superbe toucher.La semelle interne moulée amortit le pied afin de réduire les pressions des crampons et d'améliorer le confort et la concentration.La structure en Nylon avec une base Pebax® soutient le pied tout en maintenant des sensations réactives et la semelle se divisant au centre de l'avant-pied accroit l'agilité.
                                ""@fr ",," ""Nike Hypervenom Phatal II DF FG - Volt/ Noir/ Hyper Turquoise""@fr "" Nike chaussures pour homme terrain sec volt noir hyper turquoise ""@fr"
6280958,,"""
                                    Created especially for FC Barcelona’s dazzling winger, the new Nike Neymar Ousadia Alegria Hypervenom features unique artwork from Brazilian artist, Bruno Big. The graphics represent Neymar’s joyful outlook and courageous style of play.Deceptive by nature, the Nike Hypervenom Phatal II Men's soccer cleats are built for unrivalled agility, while its Flywire cables provide a supportive, locked-down feel. Built on an anatomically correct contoured speed last, the cleats create a glove-like fit for maximum agility, while the microfiber upper is textured for a great touch on the ball.Inside the cleat, a molded sock liner cushions the foot to help reduce pressure from studs, increasing comfort and reducing distractions, leaving you free to stay focused on the game.A Nylon chassis with a Pebax® base supports the foot, while its conical studs and split-toe plate design serves to improve your responsiveness on frim ground.
                                ""@en ",," ""Nike Hypervenom Phatal II Neymar FG - Black/Bright Crimson/White""@en "" Nike NJR Mens Boots Firm Ground Crimson/White ""@en"
10651282,,,," ""CPB-NEW-DVD DRIVE FOR HP G62"" "" CPB-NEW-DVD G62 - 599062-001 Z CDW Internal Use/Service Pts CDWG.com"
1947691,,"""
                                    Deceptive by nature, the Nike Hypervenom Phatal II DF Leather football boots are built for unrivalled agility with a Dynamic Fit collar, which creates a seamless sock-like fit to make the foot and the ankle feel like one.The Flywire cables combined with the boot’s Dynamic Fit collar wrap the foot to create a supportive, locked-down feel. Designed on an anatomically correct contoured speed last, this boot offers a glove-like fit for maximum comfort, while its K-leather upper is textured for a soft feel on the ball.Inside the boot, a moulded sock liner cushions the foot and helps to reduce stud pressure leaving you free to stay focused on the game. A nylon chassis with a Pebax® base supports the foot, while a split-toe plate design serves to trigger the main metatarsal in the foot for increased agility.  The soleplate uses a conical stud configuration, which encourages unrivalled agility on any firm ground surface.
                                ""@en ",," ""Nike Hypervenom Phatal II Df Ltr FG - Black/Black-Total Orange-Total Orange""@en "" Nike Mens Football Boots Firm Ground Orange ""@en"
8588982,,,," ""Nike Air Zoom Pegasus 33 - Concord/Blanco/Negro/Verde""@es "" Nike Zapatillas para hombre-Concord/Blanco/Negro/Verde ""@es"
15092501,,"""
                                    Unités Nike Zoom Air au talon et à l'avant-pied pour plus de dynamismeMesh tissé favorisant la circulation d'air fraisCâbles Flywire maintenant le piedSemelle intermédiaire en Cushlon pour plus d'amorti Rainures flexibles sur la semelle extérieure pour une liberté de mouvement naturelle
                                ""@fr ",," ""Nike Air Zoom Pegasus 33 - Noir/ Blanc/ Anthracite/ Gris Cool""@fr "" Nike chaussures pour homme noir blanc anthracite gris cool ""@fr"
13821153,,"""
                                    Grâce au contre talon en mousse et à l'empeigne en cuir souple résistant à l'eau, les Genio II Cuir FG permettent une tenue confinée et confortable, tandis que la semelle de propreté en EVA haute densité offre un excellent amortissement contre les chocs.La semelle extérieure présente des crampons coniques à l'avant-pied et des crampons à lames au talon pour une adhérence parfaite dans les terrains secs.
                                ""@fr ",," ""Nike Tiempo Genio II Cuir FG - Noir/ Blanc/ Or""@fr "" Nike chaussures pour homme terrain sec noir blanc or ""@fr"
14926370,,"""
                                    La tomaia in morbida pelle di vitello garantisce una sensibilità naturale sulla palla che è stata una distinta qualità delle Tiempo per quasi due decenni e la nuova tecnologia Nike di nuova generazione  aggiunge un tocco di innovazione. Costruite su una forma anatomica con un tallone interno, le Legacy II FG vantano un comodo sottopiede sagomato preformato che offre ammortizzazione e sostegno e contribuisce a ridurre la pressione dei tacchetti per un maggiore comfort. Una piastra a tutta lunghezza in TPU, progettata per muoversi con il piede, lavora all'unisono con la soletta per fornire una transizione graduale dal mesopiede all'avampiede e una flessibilità multi-direzionale.Caratteristiche:Controtacco in schiuma preformata mantiene il tallone fermo durante il giocoPiastra TPU flex si muove con il piede per una migliore trazione e stabilitàLinguetta ancorata rimane ferma nella giusta posizionePelle trapuntata sull'avampiedeSottopiede ammortizzante riduce l;a pressione dei tacchetti
                                ""@it ",," ""Nike Tiempo Legacy II FG - Nero/Bianco/Oro Metallico""@it "" Nike Scarpe Uomo Terreni Compatti Nero-Bianco-Oro Metallico ""@it"
1809534,,,," ""Puma Esito Classico Ferme Grond - Wit/Zwart""@nl "" Puma Heren Voetbalschoenen Wit-Zwart ""@nl"
16877200,,"""
                                    Featuring a full grain leather upper that moulds to the natural contours of the foot, the Puma Esito Classico FG football boots deliver a comfortable fit and natural ball touch.Central lacing and a classic fold over tongue enhance the traditional look and add to the comfort while an internal heel counter offers protection around the achilles. A lightweight and durable PU injected outsole includes a moulded conical stud configuration for even pressure distribution, maximum stability and reactivity on firm ground.
                                ""@en ",," ""Puma Esito Classico FG - Black/White/Bronze""@en "" Puma Black/White/Bronze ""@en"
15351903,,"""
                                    Estas Concave Halo 1.0 FG están confeccionadas con un exterior sintético texturizado para un tacto del balón acolchado, que te da un toque preciso.Para mayor potencia y control, tienen un componente Concave en la parte superior de la lazada para una zona de chute ampliada. Incluyen un sistema de lazada doble único  F3 (Football Form Fit) que te ofrece un ajuste de mayor soporte y personalizado a la forma de tu pie. Para una comodidad sin costuras, cuentan con un interior textil y de PU muy cómodo. Con una plantilla de EVA  removible que absorbe los impactos y te da una mayor energía de retorno. Tienen una suela de TPU inyectado para estabilidad y control. Además de una configuración de tacos de filo y de forma ovalada para mayor velocidad en superficies de césped natural firmes. 
                                ""@es ",," ""Concave Halo 1.0 FG - Negro/Dorado""@es "" Concave Botas de futbol-Terrenos firmes-Negro/Dorado ""@es"
14321036,,"""
                                    Providing a soft touch on the ball, the Quantum 1.0 features a synthetic microfibre upper, while its patented Concave Component on the laces can improve your accuracy and power by up to 15% when connecting with the ball.The Quantum 1.0 features F3 (Football Form Fit), which is a unique dual-lacing system technology that offers support to all foot shapes without contorting their natural form for a custom fit.A lightweight moulded EVA sockliner provides shock absorption, extra cushioning and energy return to aid propulsion for efficient performance.  Underneath the Quantum is an injection-moulded TPU outsole, while an external heel counter provides a snug-fit and support.The Quantum’s soleplate includes six aluminium studs and additional firm ground studs to provide optimum traction on soft natural surfaces.
                                ""@en ",," ""Concave Quantum 1.0 SG - Black/White""@en "" Concave Mens Boots Soft Ground Black/White ""@en"
14309092,,"""
                                    Engineered by Nike with a revolutionary new double-layer upper construction of supple K-Leather and hydrophobic mesh, the Legend V FG football boots are not only the lightest ever but they'll stay light too!Soft K-Leather guarantees the unrivalled natural ball feel that's been a hallmark of Tiempo football boots for almost two decades, Kanga-Lite reduces weight and newly developed Nike technologies bring it bang up-to-date.Moisture blocking HyperShield technology means the Legend V absorbs 73% less water than it's predecessor and also dries significantly faster while ACC technology ensures a consistent touch in all conditions.Built on an anatomical last with an internal heel counter, the Legend V boasts a snug, locked-down and close to the foot fit with a perforated, pre-moulded sockliner with Poron inserts for ultimate comfort.A full length engineered TPU plate designed to move with your foot works in unison with the insole board to provide a smooth transition from mid foot to forefoot and multi-directional flexibility.  An functional FG stud configuration features direct inject studs, rectangular at the heel for added stability and conical at the forefoot for greater comfort and rotation, for superior traction and underfoot control on firm ground.245 gramsPlease note this boot is made with a narrower unisex last and sizings shown are for UK men's and US women's. Please see the conversion chart below to determine your size.UK MENS / US MENS / US WOMENS4.5 / 5 / 75 / 5.5 / 7.55.5 / 6 / 86 / 6.5 / 8.56.5 / 7 / 97 / 7.5 / 9.5
                                ""@en ",," ""Nike Tiempo Legend V FG - Blue Lagoon/White/Volt/Black""@en "" Nike Mens Boots Firm Ground Lagoon/White/Volt/Black ""@en"
14474988,,"""
                                    Zaprojektowane dla jeszcze lepszego komfortu i dopasowania, Mystic V zostały wyściełane ekstra poduszeczkami w odpowiednich miejscach i wspomagają stopę. Buty Nike TiempoX otulają stopę jak rękawiczka dłoń dzięki skarpetce EVA i wspierają piętę oraz podbicie dla najlepszej ochrony przed wstrząsami i kontuzjami. Zaprojektowane z myślą o zwtotach, obrotach, cięciach i przyspieszaniu buty Nike TiempoX Mystic V posiadają przegubową podeszwę zewnętrzną z kołkami na sztuczną trawę. Punkt obrotowy umieszczony w podeszwie zewnętrznej sprzyja ruchom obrotowym, zwiększa trakcję i przyczepność. 
                                ""@pl ",," ""Męskie Buty Nike TiempoX Mystic V TF - Czarny/Biały/Zielony Elektro""@pl "" Męskie Piłkarskie Turfy Elektro ""@pl"
15824667,,"""
                                    Caratterizzate da cavi Flywire che creano un'ottima stabilità, le scarpe da calcio Nike HypervenomX Finale TF beneficiano anche di un design anatomico per assicurare una calzata a pennello.La tecnologia Nikeskin migliora la sensibilità sulla palla e crea un tocco superiore, mentre la durevole suola in gomma con una moltitudine di tacchetti assicura un'ottima presa su campi sintetici.
                                ""@it ",," ""Nike HypervenomX Finale TF - Scarpe Uomo Campi Coperti Volt/Black/Hyper Turquoise""@it "" Nike Sintetici Turquoise ""@it"
10345215,,,," ""Nike Zoom Speed TR3 - Cremise Totale/Nero/Hyper Volt""@it "" Nike Scarpe Uomo Volt ""@it"
9017575,"""Nike""@de","""<p>Runnig Schuhe Nike Air Zoom Struktur 19, ein Schuh Modell, stabil und schnell.<br>Von der oberen Flymesh, Dichte Schaum Zwischensohle zu verdreifachen bietet die Nike Air Zoom Structure 19-Mann Premiumsupport und Reaktionsfähigkeit benötigt für eine glatte und stabile, die Geschwindigkeit begünstigt.</p>
<p>REAKTIONSFREUDIGE DÄMPFUNG<br>Nike Zoom Air im Vorfußbereich sorgt für hochreaktive, flache Dämpfung für die Loslösung von den nächsten Schritt, eine ideale Voraussetzung für den Rennsport in schnellem Tempo.</p>
<p>ERHÖHTE STABILITÄT<br>Triple Density Zwischensohle Dynamic Support System reduziert Pronation mehr Hartschaum auf der Innenseite des Schaums Keil in der Ferse und Mittelfuß, der den Fuß während der Übergangsphase unterstützt.</p>
<p>HALT UND KOMFORT<br>Das obere Flymesh Textil bietet Atmungsaktivität und unterstützen gegebenenfalls durch Pi & uErnst; Während zusätzliche Fäden eine festere Struktur bieten, ohne Einbußen bei der Belüftung. Flywire, große Kabel und Platten, Einbindung in die Schnürsenkel und wickeln Sie den Mittelfuß für überlegene Stabilität und hervorragende Passform.<p>
<p>WEITERE INFORMATIONEN<br>Innen Netzfutter für Atmungsaktivität und perfekte Passform<br>Interne Fersenkappe für eine eng anliegende, sichere Passform<br>Waffel-Außensohle für Strapazierfähigkeit und Traktion Multi-Oberfläche<br>Rubber Außensohle Seite Schiene Abbruch für weiche, fließende Übergänge<br>Tief Flex Grooves für natürlichere Bewegungen</p>
<p>Gewicht: 317,5 g (Herrengröße 44)<br>Farbe: weiß mit schwarzem Muster/Licht grün und Blau Töne.</p>""@de ",," ""NIKE AIR ZOOM STRUCTURE TRIAX""@de TRIAX - HERREN LAUFSCHUHE Nike Farbe Weiß 806580 100 Der Online-Shop für deine Sportbekleidung""@de"
4301847,"""Nike""@de","""<p>Frauen Nike Running Schuhe, Air Zoom Vomero 11: luxuriösem Komfort und unglaublicher Geschwindigkeit.<br>Bequemste Version je bis zu jetzt gemacht, der Nike Air Zoom Vomero + 11-Frau setzt sich aus weicheren Materialien als sein Vorgänger und bietet eine magische Kombination aus Dämpfung und reaktive Geschwindigkeit.</p>
<p>WEICHE<br>Lunarlon Dämpfung Kilometer. Der Schaum ist fester auf der Rückseite des Fußes und weicher Mittelfuß für fließende Übergänge von der Ferse bis zu den Zehen.</p>
<p>REAKTIONSFREUDIGE DÄMPFUNG<br>Der Nike Zoom Air-Einheit in der Ferse und Vorfuß bieten reaktionsfreudige Dämpfung und leichte Ideal für bewegt sich schneller. Das weiche Material platziert die Einheit in der Ferse bietet höchsten Komfort und eine seidig glatte Fahrt.</p>
<p>OPTIMIERTE PASSFORM<br>Die neu gestaltete Flymesh bietet optimale Passform / > Vorfuß gleichzeitig Atmungsaktivität und Unterstützung. Die neuen weicheren Materialien in den Kragen bieten ideale Komfort während die Schaum Zunge sorgt für maximale Dämpfung oben auf Fuß, um Druck auf die Schnürsenkel zu reduzieren.<p>
<p>WEITERE INFORMATIONEN<br>Volle innere Ärmellänge für eine perfekte Passform.<br>Flywire Mittelfuß wickeln Sie das Kabel für eine unterstützende Passform und anpassungsfähig.<br>Rubber Außensohle Absturz Seitengitter, Auswirkungen zu absorbieren.<br>Segmentierter Belag für Flexibilität.<br>Kautschuk mit Druckpunkt Zuordnung für eine neutrale und effiziente Gangart.</p>
<p>Farbe: Avio/Cyclamen/weiß/schwarz.</p>""@de ",," ""NIKE AIR ZOOM VOMERO 11""@de 11 - DAMEN LAUFSCHUHE Nike Farbe Hellgrau 818100 405 Der Online-Shop für deine Sportbekleidung""@de"
6118685,"""Nike""@fr","""<p>Chaussures de tennis Hommes Nike Air Courtballistec 4.1.<br>Cette chaussure de tennis offre une extraordinaire force sans sacrifier le confort. Empiècements perforés optimisent la circulation de l'air, tandis que l'amorti Nike Air assure le confort et l'impact de l'absorption.</p>
<p><strong>Avantages</strong><br>Similicuir supérieure pour un poids léger, le confort et la durabilité exceptionnelle.<br>Couche externe du haut moulant pour plus de puissance.<br>Unité Nike Air au talon pour un amorti léger.<br>Plaque d'appui médio-pied et une stabilité extrême pendant les mouvements rapides et des changements de direction.<br>Flex grooves dans la semelle pour une grande liberté de mouvement et une plus grande flexibilité.</p>
<p>Semelle enveloppante à augmenter l'endurance.<br>Intercalaire Phylon pour un amorti léger.<br>Structure d'adhérence sur des surfaces multiples pour une polyvalence maximum.</p>
<p>Couleur : blanc/vert/rouge huile.</p>
<p>""@fr ",," ""NIKE AIR COURTBALLISTEC 4.1""@fr 4.1 - CHAUSSURES TENNIS HOMME Nike couleur Blanc 488144 109 Anima Sportiva Sport boutique""@fr"
